prop_no,parcel_id,owner_name,legal_description,subdivision,address,city,zip_code,land_sqft,property_type,minimum_bid,resale_costs_fees,notes,page_number,source_notes
1096,61475-91-11-02110,Unknown,LT 1 BLK 15,SAND SPRINGS-ORIGINAL TOWN,526 N WASHINGTON AV E,CITY OF SAND SPRINGS,,"7,000",R HS IMP,"3,548.97",379.50,,145,"PDF page 145, property #1096"
1097,61475-91-11-03680,Unknown,LTS 19 20 BLK 26,SAND SPRINGS-ORIGINAL TOWN,309 N CLEVELAND AV W,CITY OF SAND SPRINGS,,"7,000",R IMP,"2,665.06",332.25,,145,"PDF page 145, property #1097"
1098,61475-91-11-04260,Unknown,W71 OF LTS 13 14 & 15 BLK 32,SAND SPRINGS-ORIGINAL TOWN,301 N WASHINGTON AV E,CITY OF SAND SPRINGS,,"4,615",C IMP,"11,878.81",348.00,,145,"PDF page 145, property #1098"
1099,61500-91-27-00840,Unknown,LT 27 BLK 3,ANGUS VALLEY ACRES,4817 S NASSAU AV W,CITY OF SAND SPRINGS,,"7,800",R IMP,"7,162.16",316.50,,145,"PDF page 145, property #1099"
1100,61505-91-27-26590,Unknown,LT 1 BLK 3,ANGUS VALLEY ACRES 2ND,4801 S BAHAMA AV W,CITY OF SAND SPRINGS,,"9,000",R IMP,"8,579.80",363.70,,145,"PDF page 145, property #1100"
1101,61520-91-27-32050,Unknown,LT 54 BLK 4 ANGUS VALLEY ACRES 5TH RESUB ANGUS VALLEY,ACS 2ND B4-8,ADDRESS UNKNOWN,CITY OF SAND SPRINGS,,"7,952",R,"1,686.49",552.25,,145,"PDF page 145, property #1101"
1102,61931-91-12-11670,Unknown,LT 22 BLK 3,LAKESIDE PARK,1649 E FIR DR N,CITY OF SAND SPRINGS,,"12,607",R HS IMP,"15,960.73",348.00,,145,"PDF page 145, property #1102"
1103,61932-91-01-16970,Unknown,LT 23 BLK 1 LAKESIDE RIDGE AMD,1528 N LAKESIDE RIDGE,DR E,CITY OF SAND SPRINGS,,"30,208",R HS IMP,"20,589.08",379.50,,146,"PDF page 146, property #1103"
1104,61940-91-27-37160,Unknown,LT 10 BLK 2,LIMESTONE ESTATES,603 W 47 PL S,CITY OF SAND SPRINGS,,"9,136",R IMP,"7,258.08",316.50,,146,"PDF page 146, property #1104"
1105,61975-91-12-02710,Unknown,LT 7 BLK 5,OAK PARK ADDN,808 N BIRCH AV E,CITY OF SAND SPRINGS,,"7,392",R IMP,"8,623.35",348.00,,146,"PDF page 146, property #1105"
1106,61975-91-12-03150,Unknown,LT 11 BLK 7,OAK PARK ADDN,908 E FOREST DR N,CITY OF SAND SPRINGS,,"7,320",R IMP,"6,681.26",316.50,,146,"PDF page 146, property #1106"
1107,62000-91-01-00870,Unknown,LT 7 BLK 2,OAK PARK EXT ADDN,1028 N DOUGLAS AV E,CITY OF SAND SPRINGS,,"7,920",R IMP,"9,574.99",332.25,,146,"PDF page 146, property #1107"
1108,62075-91-11-09360,Unknown,S/2 LT 6 & ALL LT 7 BLK 17,OAK RIDGE ADDN - SAND SPRINGS,800 N MCKINLEY AV E,CITY OF SAND SPRINGS,,"11,250",R IMP,"4,857.51",332.25,,146,"PDF page 146, property #1108"
1109,62225-91-22-01600,Unknown,LT 7 BLK 4 PARK HILLS ESTATES AMD RESUB B13 ROCK HILL,ADDN,112 W 31 PL S,CITY OF SAND SPRINGS,,"7,800",R IMP,"6,068.41",332.25,,146,"PDF page 146, property #1109"
1138,63725-12-13-01130,Unknown,LT 18 BLK 3,LOLLAR ADDN,215 N ELGIN AV E,CITY OF SPERRY,,"7,800",R HS IMP,"4,742.42",348.00,,147,"PDF page 147, property #1138"
1139,63725-12-13-01470,Unknown,LT 1 BLK 6,LOLLAR ADDN,117 N FRANKFORT AV E,CITY OF SPERRY,,"8,960",R,29.33,286.50,,147,"PDF page 147, property #1139"
1140,63725-12-13-01480,Unknown,LT 2 BLK 6,LOLLAR ADDN,115 N FRANKFORT AV E,CITY OF SPERRY,,"8,960",R IMP,"1,303.24",316.50,,147,"PDF page 147, property #1140"
1141,63800-12-14-02100,Unknown,LTS 4 5 6,H A PHILLIPS' SUB,11 W ASH PL S,CITY OF SPERRY,,"10,230",R IMP,"1,991.86",379.50,,147,"PDF page 147, property #1141"
1142,63800-12-14-02180,Unknown,LT 18 LESS E6,H A PHILLIPS' SUB,47 W ASH PL S,CITY OF SPERRY,,"6,380",R IMP,"2,857.04",566.50,,147,"PDF page 147, property #1142"
1143,70086-83-22-06210,Unknown,LT 11 BLK 5,BRADEN PARK,5126 E 92 ST S,CITY OF TULSA,,"7,200",R IMP,"27,723.89",332.25,,147,"PDF page 147, property #1143"
1144,70140-83-16-13310,Unknown,LT 10 BLK 2,BROOKLINE SQUARE,8617 S PITTSBURG AV E,CITY OF TULSA,,"7,265",R IMP,"18,331.40",332.25,,147,"PDF page 147, property #1144"
1145,70180-83-27-38840,Unknown,LT 18 BLK 2,CAMELOT PARK,10211 S FULTON AV E,CITY OF TULSA,,"13,262",R HS IMP,"13,100.59",332.25,,148,"PDF page 148, property #1145"
1146,70493-83-22-41720,Unknown,LT 19 BLK 9,DARLINGTON SOUTH,5607 E 94 ST S,CITY OF TULSA,,"7,008",R IMP,"16,428.35",363.75,,148,"PDF page 148, property #1146"
1147,70645-83-16-57490,Unknown,LT 23 BLK 4,FOREST CREEK II AMD,3723 E 82 CT S,CITY OF TULSA,,"9,350",R IMP,"12,514.72",411.00,,148,"PDF page 148, property #1147"
1148,70700-83-26-54750,Unknown,LT 8 BLK 7,FOREST TRAILS,10744 S 66 AV E,CITY OF TULSA,,"54,465",R HS IMP,"38,499.48",332.25,,148,"PDF page 148, property #1148"
1149,70836-82-03-23195,Unknown,LT 5 BLK 4,GOLF ESTATES II AMD,2816 W 64 PL S,CITY OF TULSA,,"8,347",R IMP,"12,004.79",332.25,,148,"PDF page 148, property #1149"
1150,71275-83-22-14810,Unknown,LT 1 BLK 3,LEISURE ESTATES,5210 E 99 ST S,CITY OF TULSA,,"27,456",R HS IMP,"18,228.84",332.25,,148,"PDF page 148, property #1150"
1151,71365-83-22-23120,Unknown,W5 LT 2 & ALL LT 9 BLK 7,MILL CREEK POND,6321 E 98 PL S,CITY OF TULSA,,"39,724",R IMP,"25,574.77",395.25,,148,"PDF page 148, property #1151"
1158,74209-83-34-20800,Unknown,LT 9 BLK 11,WOODFIELD BLKS 8 THRU 13,6207 E 115 ST S,CITY OF TULSA,,"11,116",R HS IMP,"19,113.42",363.75,,149,"PDF page 149, property #1158"
1159,74735-84-06-61950,Unknown,LT 26 BLK 2,"BEDFORD, THE",6623 S 107 AV E,CITY OF TULSA,,"14,292",R HS IMP,"5,491.99",348.00,,149,"PDF page 149, property #1159"
1160,74850-94-19-17270,Unknown,LT 27 BLK 3,BRIARDALE,10829 E 33 CT S,CITY OF TULSA,,"7,004",R IMP,"7,909.20",316.50,,149,"PDF page 149, property #1160"
1161,74850-94-19-17590,Unknown,LT 17 BLK 4,BRIARDALE,10826 E 33 CT S,CITY OF TULSA,,"8,737",R HS IMP,"5,896.33",348.00,,149,"PDF page 149, property #1161"
1162,74955-94-20-02490,Unknown,LT 10 BLK 1,BRIARGLEN EAST PRT RES A BRIARGLEN EXT,3150 S 124 AV E,CITY OF TULSA,,"7,440",R IMP,"8,559.17",316.50,,149,"PDF page 149, property #1162"
1163,74955-94-20-02740,Unknown,LT 15 BLK 2,BRIARGLEN EAST PRT RES A BRIARGLEN EXT,12427 E 32 PL S,CITY OF TULSA,,"8,540",R IMP,"7,945.87",363.75,,149,"PDF page 149, property #1163"
1164,74965-94-20-07530,Unknown,LT 14 BLK 7,BRIARGLEN EXT PRT RES A BRIARGLEN,3123 S 121 AV E,CITY OF TULSA,,"8,400",R IMP,"6,234.04",411.00,,149,"PDF page 149, property #1164"
1165,74985-94-20-10040,Unknown,LT 2 BLK 2,BRIARGLEN MEADOWS,12608 E 31 PL S,CITY OF TULSA,,"6,030",R HS IMP,"5,104.84",316.50,,150,"PDF page 150, property #1165"
1166,75265-84-19-57600,Unknown,LT 5 BLK 3,CEDAR RIDGE HEIGHTS,9918 S 108 AV E,CITY OF TULSA,,"8,400",R HS IMP,"17,883.81",316.50,,150,"PDF page 150, property #1166"
1167,76210-83-01-28620,Unknown,LT 1 BLK 1,LAGNIAPPE INN,8338 E 61 ST,CITY OF TULSA,,"70,200",C IMP,"72,608.84",458.25,,150,"PDF page 150, property #1167"
1168,76325-94-19-53020,Unknown,LT 8 BLK 4,MILLWOOD ESTATES,3855 S 99 AV E,CITY OF TULSA,,"9,600",R IMP,"11,912.14",332.25,,150,"PDF page 150, property #1168"
1169,76345-84-19-06510,Unknown,RESERVE A,MINGO MEDICAL CENTER,ADDRESS UNKNOWN,CITY OF TULSA,,"30,205",C,14.66,270.75,,150,"PDF page 150, property #1169"
1171,76400-83-10-45250,Unknown,LT 48 BLK 9,MINSHALL PARK IV,5619 E 78 PL S,CITY OF TULSA,,"9,194",R IMP,"21,391.19",316.50,,151,"PDF page 151, property #1171"
1172,76540-94-21-52110,Unknown,LT 10 BLK 10,PARK PLAZA EAST IV,13312 E 39 ST S,CITY OF TULSA,,"8,032",R IMP,"12,586.07",332.25,,151,"PDF page 151, property #1172"
1173,76640-94-28-25720,Unknown,LT 17 BLK 4,QUAIL RIDGE,4519 S 132 PL E,CITY OF TULSA,,"9,799",R HS IMP,"8,843.11",379.50,,151,"PDF page 151, property #1173"
1174,76925-94-19-48280,Unknown,LT 20 BLK 9,SHANNON PARK SIXTH,3712 S 109 AV E,CITY OF TULSA,,"8,060",R IMP,"5,467.19",379.50,,151,"PDF page 151, property #1174"
1175,77200-94-21-16190,Unknown,LT 9 BLK 1,SUMMERFIELD,3217 S 140 AV E,CITY OF TULSA,,"8,157",R IMP,"7,393.92",332.25,,151,"PDF page 151, property #1175"
1176,77220-94-21-44310,Unknown,LT 8 BLK 6,SUMMERFIELD SOUTH,3734 S 142 AV E,CITY OF TULSA,,"8,904",R IMP,"10,940.14",316.50,,151,"PDF page 151, property #1176"
1177,77260-83-11-50320,Unknown,LT 5 BLK 10,SWEETBRIAR B1-12,7915 S 71 AV E,CITY OF TULSA,,"9,684",R IMP,"16,959.88",316.50,,151,"PDF page 151, property #1177"
1185,78120-84-35-37460,Unknown,LT 3 BLK 1,ARKANSAS VALLEY SOUTH,16219 E 121 ST S,CITY OF BROKEN ARROW,,"62,962",C IMP,"72,602.85",379.50,,152,"PDF page 152, property #1185"
1186,78125-84-23-00340,Unknown,LT 1 LESS N150 W111 THEREOF BLK 3A,ARROW ACRES EXTENDED,101 W BOSTON ST S,CITY OF BROKEN ARROW,,"42,150",R IMP,"8,726.20",395.25,,152,"PDF page 152, property #1186"
1187,78260-84-12-00420,Unknown,LOT 14 BLK 4,ARROW VILLAGE ADDN B4-7,212 N 10 ST E,CITY OF BROKEN ARROW,,"9,709",R HS IMP,"7,636.31",332.25,,152,"PDF page 152, property #1187"
1188,78333-84-28-56320,Unknown,LT 11 BLK 1,ASPEN PARK,2312 W VICKSBURG ST S,CITY OF BROKEN ARROW,,"8,147",R IMP,"18,828.11",316.50,,152,"PDF page 152, property #1188"
1189,78367-74-09-46140,Unknown,LT 6 BLK 3,BENTLEY VILLAGE II,2317 W QUINTON ST S,CITY OF BROKEN ARROW,,"14,999",R IMP,"19,081.85",332.25,,152,"PDF page 152, property #1189"
1190,78540-84-14-02370,Unknown,LT 1 BLK 3 BROKEN ARROW HGTS 3RD ADDN RESUB TR1-5 B6,BA HGTS 2ND ADDN,514 W QUINCY ST S,CITY OF BROKEN ARROW,,"8,750",R IMP,"6,614.67",395.25,,152,"PDF page 152, property #1190"
1191,78679-94-36-52190,Unknown,LT 11 BLK 1,CARRIAGE CROSSING V,1208 E FARGO ST N,CITY OF BROKEN ARROW,,"12,452",R IMP,"23,292.81",363.75,,152,"PDF page 152, property #1191"
1192,78810-84-11-07915,Unknown,PRT BLK 1 BEG 261W & 140N SECR THEREOF TH N15.4 E20 S15.4 W20 POB,COLLEGE ADDN,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,308,R,7.33,302.25,,153,"PDF page 153, property #1192"
1193,78810-84-11-09060,Unknown,ALL LT 10 & W35 LT 11 BLK 15,COLLEGE ADDN,416 E COLLEGE ST N,CITY OF BROKEN ARROW,,"11,900",R HS IMP,"4,710.03",316.50,,153,"PDF page 153, property #1193"
1194,78810-84-11-09070,Unknown,ALL LT 12 BLK 15 & E15 OF LT 11,COLLEGE ADDN,424 E COLLEGE ST N,CITY OF BROKEN ARROW,,"9,100",R IMP,"5,428.12",316.50,,153,"PDF page 153, property #1194"
1195,78810-84-11-09860,Unknown,LTS 10 & 11 BLK 25,COLLEGE ADDN,514 E DALLAS ST S,CITY OF BROKEN ARROW,,"14,000",R HS IMP,"3,103.20",316.50,,153,"PDF page 153, property #1195"
1196,79200-84-14-04020,Unknown,LT 10 & W40 LT 11 BLK 5,FEARS ADDN,118 E JACKSON ST S,CITY OF BROKEN ARROW,,"12,600",R IMP,"9,048.14",316.50,,153,"PDF page 153, property #1196"
1197,79200-84-14-04250,Unknown,LT 5 BLK 12,FEARS ADDN,215 W JACKSON ST S,CITY OF BROKEN ARROW,,"7,140",R HS IMP,"3,244.88",363.75,,153,"PDF page 153, property #1197"
1198,79600-84-11-12350,Unknown,LTS 18 & 19 BLK 12,HOMESTEAD ADDN,412 W GALVESTON ST S,CITY OF BROKEN ARROW,,"7,000",R IMP,"4,382.22",316.50,,153,"PDF page 153, property #1198"
1206,80610-84-11-13910,Unknown,LTS 15 16 BLK 8,NORTH SIDE ADDN,806 N CEDAR AV W,CITY OF BROKEN ARROW,,"7,000",R HS IMP,"6,953.43",332.25,,154,"PDF page 154, property #1206"
1207,80784-84-27-41490,Unknown,RESERVE B,"PARK ON FLORENCE, THE",ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,306,R,14.66,302.25,,154,"PDF page 154, property #1207"
1208,80784-84-27-41500,Unknown,RESERVE C,"PARK ON FLORENCE, THE",ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,306,R,14.66,302.25,,154,"PDF page 154, property #1208"
1209,81145-84-35-42360,Unknown,RESERVE A,SOUTH RIDGE PARK,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,"1,706",R,14.66,286.50,,154,"PDF page 154, property #1209"
1210,81210-84-15-62170,Unknown,LT 4 BLK 14,STACEY LYNN FIFTH,1612 S PINE AV W,CITY OF BROKEN ARROW,,"7,015",R HS IMP,"8,094.15",363.75,,154,"PDF page 154, property #1210"
1211,81210-84-15-63180,Unknown,LT 24 BLK 17,STACEY LYNN FIFTH,1657 S PINE AV W,CITY OF BROKEN ARROW,,"7,656",R HS IMP,"7,554.54",474.00,,154,"PDF page 154, property #1211"
1212,81580-84-22-08250,Unknown,LT 10 BLK 2,VANDEVER ACRES 3RD,1217 W VANDEVER BV S,CITY OF BROKEN ARROW,,"11,750",R IMP,"12,482.94",348.00,,154,"PDF page 154, property #1212"
1213,81730-84-23-33980,Unknown,LT 14 BLK 3 VANDEVER EAST FOURTH AMD OF VANDEVER EAST,EXT,123 W KENT ST S,CITY OF BROKEN ARROW,,"8,060",R IMP,"9,053.09",332.25,,155,"PDF page 155, property #1213"
1214,81745-84-23-28300,Unknown,LT 3 BLK 3,VANDEVER EAST 5TH,3317 S ASH CT W,CITY OF BROKEN ARROW,,"7,560",R IMP,"12,161.89",363.75,,155,"PDF page 155, property #1214"
1215,82170-84-21-72600,Unknown,LT 11 BLK 3,WOLF CREEK ESTATES VI,2812 S DOGWOOD AV W,CITY OF BROKEN ARROW,,"10,391",R HS IMP,"6,384.77",316.50,,155,"PDF page 155, property #1215"
1216,83410-84-16-09380,Unknown,LT 7 BLK 3,COPPER CREEK,1827 S FIR PL W,CITY OF BROKEN ARROW,,"9,473",R HS IMP,"9,600.18",363.75,,155,"PDF page 155, property #1216"
1217,83450-84-09-14640,Unknown,LT 10 BLK 1,COUNTRY AIRE ESTATES,2520 W IOLA ST N,CITY OF BROKEN ARROW,,"11,583",R HS IMP,"10,541.61",332.25,,155,"PDF page 155, property #1217"
1218,83450-84-09-16220,Unknown,LT 12 BLK 8,COUNTRY AIRE ESTATES,420 N ELDER AV W,CITY OF BROKEN ARROW,,"11,375",R IMP,"9,443.05",505.50,,155,"PDF page 155, property #1218"
1219,83560-84-17-38670,Unknown,LT 8 BLK 1,FAIRFAX,4010 W PITTSBURG CR S,CITY OF BROKEN ARROW,,"9,192",R IMP,"13,820.65",316.50,,155,"PDF page 155, property #1219"
1220,83663-84-08-18730,Unknown,LT 16 BLK 6,LANCASTER PARK,309 N WILLOW AV W,CITY OF BROKEN ARROW,,"8,524",R HS IMP,"18,958.93",379.50,,156,"PDF page 156, property #1220"
1221,83850-84-16-15050,Unknown,LT 24 BLK 9,TURTLE CREEK,1224 S CHESTNUT AV W,CITY OF BROKEN ARROW,,"8,540",R HS IMP,"12,685.65",332.25,,156,"PDF page 156, property #1221"
1222,84700-72-14-00960,Unknown,ALL BLK E,GLENPOOL-ORIGINAL TOWN,121 W 147 ST S,CITY OF GLENPOOL,,"4,550",R IMP,"2,970.69",316.50,,156,"PDF page 156, property #1222"
1223,84815-72-11-50150,Unknown,LT 3 BLK 9,APPALOOSA ACRES EXT,183 E GLENPOOL BV S,CITY OF GLENPOOL,,"14,800",R IMP,"2,529.99",332.25,,156,"PDF page 156, property #1223"
1224,84830-72-11-53420,Unknown,LT 24 BLK 4,APPALOOSA ACRES SECOND,248 E 137 ST S,CITY OF GLENPOOL,,"9,000",R HS IMP,"6,927.56",348.00,,156,"PDF page 156, property #1224"
1225,84987-72-14-49550,Unknown,LT 9 BLK 6,"CROSSING AT GLENPOOL PHASE I, THE",14922 S GLENN ST E,CITY OF GLENPOOL,,"9,349",R IMP,"9,198.83",395.25,,156,"PDF page 156, property #1225"
1226,85021-72-12-62520,Unknown,LT 10 BLK 4,GLENN ABBEY B1-6,13609 S MADISON AV E,CITY OF GLENPOOL,,"7,800",R IMP,"14,885.61",363.75,,156,"PDF page 156, property #1226"
1234,86722-92-19-46230,Unknown,RESERVE A,ROLLING OAKS SOUTH IV,ADDRESS UNKNOWN,CITY OF SAND SPRINGS,,"161,893",R,84.65,270.75,,157,"PDF page 157, property #1234"
1235,86725-92-19-48750,Unknown,ALL THOSE PARTS RES C LYING IN S 75TH W AVE,ROLLING OAKS WEST,ADDRESS UNKNOWN,CITY OF SAND SPRINGS,,"4,447",R,7.33,302.25,,157,"PDF page 157, property #1235"
1236,87675-94-25-29860,Unknown,Lot 5 Block 4,CYPRESS CREEK ESTATES,18710 E 45 PL,CITY OF TULSA,,"9,002",R HS IMP,"24,886.30",316.50,,157,"PDF page 157, property #1236"
1237,87721-94-26-62790,Unknown,LT 30 BLK 9,TRINITY CREEK II,4702 S 167 AV E,CITY OF TULSA,,"8,400",R IMP,"37,183.61",332.25,,157,"PDF page 157, property #1237"
1238,90201-02-01-25920,Unknown,E/2 W/2 NW NE SW & E/2 NW NE SW LESS N170 E140 THEREOF SEC 1 20 12 7.050ACS,UNPLATTED,502 E 61 ST N,CITY OF TULSA,,"307,100",R IMP,"3,446.32",316.50,,157,"PDF page 157, property #1238"
1239,90201-02-01-42970,Unknown,"TR BEG 390W & 260S NEC SE SE TH S240 SW328.88 N373.33 E300 POB SEC 1 20 12  2.112ACS UNPLATTED 5723 N NORFOLK AV E TULSA COUNTY 91,997 R 850.58 318.00 1240 90212-02-12-25800 TR 25 W140 E1180 S305 N/2 N/2 SE SEC 12 20 12 .980AC",UNPLATTED,1130 E 50 PL N,CITY OF TULSA,,"42,689",R IMP,"4,580.87",332.25,,157,"PDF page 157, property #1239"
1241,90212-02-12-26700,Unknown,TR 24 W140 E1320 S305 N/2 N/2 SE SEC 12 20 12 .980AC,UNPLATTED,1118 E 50 PL N,CITY OF TULSA,,"42,689",R HS IMP,"1,317.38",316.50,,158,"PDF page 158, property #1241"
1242,90212-02-12-27100,Unknown,W100 E1740 N306.5 N/2 N/2 SE SEC 12 20 12 .70AC,UNPLATTED,923 E 50 PL N,CITY OF TULSA,,"30,492",R,432.62,286.50,,158,"PDF page 158, property #1242"
1243,90213-02-13-19020,Unknown,E20 W200 S130 N180 NW NW SEC 13 20 12   .05 AC,UNPLATTED,E 46 ST N,CITY OF TULSA,,"2,600",C,146.65,286.50,,158,"PDF page 158, property #1243"
1244,90213-02-13-38521,Unknown,W15 E65 SE SE LESS N200 & S450 THEREOF SEC 13 20 13  .231AC,UNPLATTED,N PEORIA AV E,CITY OF TULSA,,"10,050",C,7.33,302.25,,158,"PDF page 158, property #1244"
1245,90223-02-23-07220,Unknown,S/2 S/2 SE NE NE LESS BEG 1317.63S & 273.50W NEC NE TH W386.79 N164.60 E316.08 SE179.11 POB & LESS E50 FOR RD SEC 23 20 12 .978AC UNPLATTED,3302 N MARTIN LUTHER,KING JR BV,CITY OF TULSA,,"7,841",C IMP,"9,187.74",363.75,,158,"PDF page 158, property #1245"
1246,90224-02-24-34260,Unknown,N33 N/2 N/2 SW NW LESS W50 THEREOF SEC 24 20 12 .97AC UNPLATTED,3411 N MARTIN LUTHER,KING JR BV,CITY OF TULSA,,"41,910",R,14.66,318.00,,158,"PDF page 158, property #1246"
1253,90308-03-08-16890,Unknown,"N/2 NW SW NW & SE NW SW NW LESS .73AC TO COUNTY & W30 S280 N/2 NW SW NW FOR RD SEC 8 20 13  6.58ACS UNPLATTED 2410 E 54 ST N CITY OF TULSA 286,625 A       IMP STRUCTURE REMOVED 627.93 363.75 1254 90317-03-17-22020 E/2 SW NW & W/2 W/2 SE NW LESS E170 THEREOF & LESS S30 THEREOF FOR RD SEC 17 20 13 24.284ACS",UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"1,057,637",R,314.63,333.75,,159,"PDF page 159, property #1253"
1255,90317-03-17-23520,Unknown,PRT W/2 W/2 SE NW BEG 1481.12E SWC NW TH N1320 E170 S1320 W170 POB LESS S30 THEREOF FOR RD SEC 17 20 13 5.034ACS,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"219,107",R,51.32,333.75,,159,"PDF page 159, property #1255"
1256,90318-03-18-02670,Unknown,S198 N/2 S/2 NE NE LESS N66 E300 & LESS E30 S132 THEREOF FOR RD SEC 18 20 13  5.454ACS,UNPLATTED,4406 N LEWIS AV E,CITY OF TULSA,,"237,402",A IMP,"1,485.18",363.75,,159,"PDF page 159, property #1256"
1257,90322-03-22-05170,Unknown,BEG 608.89S NEC NE TH W685.11 S208.89 E685.11 N208.89 POB LESS E50 THEREOF SEC 22 20 13 3.046ACS,UNPLATTED,3504 N SHERIDAN RD E,CITY OF TULSA,,"132,668",R IMP,"14,408.55",316.50,,159,"PDF page 159, property #1257"
1258,90326-03-26-20930,Unknown,E145 OF S264 OF SW SE SW SEC 26 20 13 LESS S50,UNPLATTED,6945 E PINE ST N,CITY OF TULSA,,"31,030",C IMP,"3,812.95",316.50,,159,"PDF page 159, property #1258"
1265,90429-04-29-08390,Unknown,BEG PT 146.64S NEC NE SE TH W313 S139.17 E313 N139.17 POB SEC 29 20 14,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"43,560",R,887.24,286.50,,160,"PDF page 160, property #1265"
1294,92226-22-26-06470,Unknown,ALL N/2 SE NE NE LYING N & E OF CREEK LESS .38AC FOR RD SEC 26 22 12  2.17AC,UNPLATTED,14338 N CINCINNATI AV E,CITY OF SKIATOOK,,"94,525",R IMP,"2,947.70",316.50,,162,"PDF page 162, property #1294"
1364,99301-93-01-11400,Unknown,PRT GOV LT 2 BEG 1545.15W NEC NE TH W108.35 S224.61 E108.35 N224.61 POB SEC 1 19 13  .56AC,UNPLATTED,9201 E ADMIRAL CT N,CITY OF TULSA,,"24,336",C IMP,"6,555.34",316.50,,163,"PDF page 163, property #1364"
1365,99302-93-02-21390,Unknown,PRT NW NW BEG SECR W640.4 GOV LT 4 TH W100 N260 W150 N126.33 E250 S386.33 POB LESS S60 FOR RD SEC 2 19 13 1.19AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"51,836",C,"2,845.55",302.25,,164,"PDF page 164, property #1365"
1366,99323-93-23-19440,Unknown,BEG 349S & 50E NWC SW TH E105 N68.12 E126.03 TO WLY R/W MK&T RR NW195.71 S93.01 W105 S127 POB LESS BEG 222S & 155E NWC SW TH E50 N34.69 TO RR R/W TH NW76.86 S93.01 POB SEC 23 19 13 .457ACS,UNPLATTED,3635 S SHERIDAN RD E,CITY OF TULSA,,"19,907",C IMP,"23,346.99",363.75,,164,"PDF page 164, property #1366"
1367,99327-93-27-15310,Unknown,BEG 50S & 50E NWC NW TH E1270 S190 W7.99S 126.74W213.66S442.04W66.43S43.77SW260.0 7SE102.01NW386.91W165.25S44.25 W286.50S4 3.73W46.20S344.49W163.60N155W190N990.04 POB LESS BEG850.19S & 285.74E NWC NW TH N211.44 NE62.07 E118.44 S212.08 E1.08 S43.25 W163.42 POB SEC 271913 22.051ACS,UNPLATTED,4107 S YALE AV E,CITY OF TULSA,,"960,506",C IMP,"700,094.65",521.25,,164,"PDF page 164, property #1367"
1368,99405-94-05-09810,Unknown,BEG 40N & 466.67E SWC GOV LT 2 TH N466.67 W151 S466.67 E151 POB LESS BEG 40N SECR W466.67 GOV LT 2 TH W151 N10 E120.86 CRV LF 47.26 TO EL W466.67 GOV LT 2 S40.14 POB SEC 5 19 14 1.579AC,UNPLATTED,12119 E ADMIRAL PL N,CITY OF TULSA,,"68,761",C IMP,"13,470.45",348.00,,164,"PDF page 164, property #1368"
1369,99405-94-05-24310,Unknown,COMM SWC LT 27 BLK 15 WESTERN VILLAGE SECOND TH SW ALG N R/W I-44 491.82 TO POB TH W576.35 W161.01 SE65.05 SE361.17 SE33.01 NE62.04 SE25.07 NE390 POB SEC 5 19 14 2.61ACS,UNPLATTED,E SKELLY DR S,CITY OF TULSA,,"113,769",C,"8,337.16",381.00,,165,"PDF page 165, property #1369"
1370,99410-94-10-23740,Unknown,W/2 W/2 SE SW LESS S609 W180 THEREOF & LESS S50 THEREOF FOR ST SEC 10 19 14  7.31ACS,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"318,424",A,46.66,270.75,,165,"PDF page 165, property #1370"
1371,99416-94-16-06270,Unknown,W4.75 N220 S260 E149.75 W615 SW NW SEC 16 19 14 .023AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF TULSA,,"1,045",R,14.66,302.25,,165,"PDF page 165, property #1371"
1353,99203-92-03-14350,Unknown,BEG 25S & 1230W NEC SE NW TH W53.3 S140 E54.06 N140 POB SEC 3 19 12  .17AC,UNPLATTED,2822 W EASTON ST N,CITY OF TULSA,,"7,405",R IMP,"4,081.97",348.00,,166,"PDF page 166, property #1353"
1354,99204-92-04-17030,Unknown,E75 S170 SW SE SW NE LESS E25 SEC 4 19 12   .19AC,UNPLATTED,14 N 38 AV W,CITY OF TULSA,,"8,276",R HS IMP,"2,979.55",316.50,,166,"PDF page 166, property #1354"
1336,98412-84-12-02640,Unknown,PRTNWBG824.97S&250ENWCNWE160NE766.29E23 OS278.77SWLY892.75W31ON354.3POBLESSBEG9 60.07E&290SNWCNWE230S278.77SWLY543.83NW 288.46SW149.8NW12.47NE710.4POB&LESSBEG8 25.07S&250ENWCNWE160NE55.6SE22.17NE140. 9SE229.43SW40SE51.34SW235SW64W31ON354.3 POBSEC121814.18AC,UNPLATTED,ADDRESS UNKNOWN,CITY OF BROKEN ARROW,,"7,690",C,14.66,333.75,,169,"PDF page 169, property #1336"
